2021-03-21T16:30:26.867Z | 1244 | 2 | 2 
2021-03-21T16:30:56.403Z | 1804 | 2 | 2 
2021-03-21T16:31:56.581Z | 2234 | 2 | 2 
2021-03-21T16:32:15.822Z | 1176 | 2 | 2 
2021-03-21T16:35:31.035Z | 1818 | 3 | 10 
2021-03-21T16:37:25.567Z | 1090 | 3 | 10 
2021-03-21T16:37:34.087Z | 1320 | 3 | 10 
2021-03-21T16:38:07.023Z | 1092 | 3 | 10 
2021-03-21T16:38:26.044Z | 1221 | 3 | 10 
2021-03-21T16:38:41.294Z | 1912 | 3 | 10 
2021-03-21T16:41:02.250Z | 2199 | 3 | 100 
2021-03-21T16:41:17.488Z | 1458 | 3 | 100 
2021-03-21T16:41:27.239Z | 2137 | 3 | 100 
2021-03-21T16:41:37.316Z | 1437 | 3 | 100 
2021-03-21T16:41:49.644Z | 1416 | 3 | 100 
2021-03-21T16:42:40.855Z | 2175 | 5 | 100 
2021-03-21T16:43:01.225Z | 2210 | 5 | 100 
2021-03-21T16:43:38.054Z | 1615 | 5 | 100 
2021-03-21T16:43:56.225Z | 2692 | 5 | 100 
2021-03-21T16:44:09.486Z | 2051 | 5 | 100 
2021-03-21T16:46:41.898Z | 9047 | 5 | 500 
2021-03-21T16:47:02.483Z | 5495 | 5 | 500 
2021-03-21T16:47:36.851Z | 5724 | 5 | 500 
2021-03-21T16:48:13.606Z | 23589 | 5 | 500 
2021-03-21T16:48:28.982Z | 4890 | 5 | 500 
